name,author,format,book_depository_stars,price,isbn,category,img_paths
Big Little Lies,Liane Moriarty,Paperback,4.5,9.92,9781405931564,Crime-Thriller,dataset/Crime-Thriller/0000159.jpg
Carrie,Stephen King,Paperback,4.0,7.16,9780307743664,Crime-Thriller,dataset/Crime-Thriller/0000160.jpg
Whispers Under Ground,Ben Aaronovitch,Paperback,4.0,5.27,9780575097667,Crime-Thriller,dataset/Crime-Thriller/0000161.jpg
The Secret Barrister,The Secret Barrister,Paperback,4.0,9.42,9781509841141,Crime-Thriller,dataset/Crime-Thriller/0000162.jpg
61 Hours,Lee Child,Paperback,4.0,10.04,9780553825565,Crime-Thriller,dataset/Crime-Thriller/0000163.jpg
Nemesis,Jo Nesbo,Paperback,4.0,11.59,9780099546757,Crime-Thriller,dataset/Crime-Thriller/0000164.jpg
The Midwife's Confession,Diane Chamberlain,Paperback,4.0,9.8,9780778304661,Crime-Thriller,dataset/Crime-Thriller/0000165.jpg
The Good Husband Of Zebra Drive,Alexander McCall Smith,Paperback,4.0,9.2,9780349117737,Crime-Thriller,dataset/Crime-Thriller/0000166.jpg
Book of Life,Deborah Harkness,Paperback,4.0,10.17,9780143128168,Crime-Thriller,dataset/Crime-Thriller/0000167.jpg
Exit West,Mohsin Hamid,Paperback,4.0,8.58,9780241979068,Crime-Thriller,dataset/Crime-Thriller/0000168.jpg
A Column of Fire,Ken Follett,Hardback,4.0,18.95,9781447278733,Crime-Thriller,dataset/Crime-Thriller/0000169.jpg
The Black Ice,Michael Connelly,Paperback,4.0,5.2,9781409116868,Crime-Thriller,dataset/Crime-Thriller/0000170.jpg
Stolen Life,Jaycee Dugard,Paperback,4.0,7.18,9781451673708,Crime-Thriller,dataset/Crime-Thriller/0000171.jpg
The Dark Tower III: The Waste Lands,Stephen King,Paperback,4.0,10.05,9781444723465,Crime-Thriller,dataset/Crime-Thriller/0000172.jpg
Stay Sexy and Don't Get Murdered,Georgia Hardstark,Hardback,4.0,22.53,9781409177968,Crime-Thriller,dataset/Crime-Thriller/0000173.jpg
Thin Air,Ann Cleeves,Paperback,4.0,5.76,9781447202103,Crime-Thriller,dataset/Crime-Thriller/0000174.jpg
The Hanging Tree,Ben Aaronovitch,Paperback,4.0,5.17,9780575132573,Crime-Thriller,dataset/Crime-Thriller/0000175.jpg
The Wrong Side of Goodbye,Michael Connelly,Paperback,4.5,7.03,9781409147510,Crime-Thriller,dataset/Crime-Thriller/0000176.jpg
Alias Grace,Margaret Atwood,Paperback,4.0,10.18,9781860492594,Crime-Thriller,dataset/Crime-Thriller/0000177.jpg
The Long Way Home,Louise Penny,Paperback,4.0,5.08,9780751552713,Crime-Thriller,dataset/Crime-Thriller/0000178.jpg
Morning Star,Pierce Brown,Paperback,4.5,9.18,9781444759075,Crime-Thriller,dataset/Crime-Thriller/0000179.jpg
Misery,Stephen King,Paperback,4.0,7.87,9781444720716,Crime-Thriller,dataset/Crime-Thriller/0000180.jpg
The Kill Artist,Daniel Silva,Paperback,4.0,9.68,9780451209337,Crime-Thriller,dataset/Crime-Thriller/0000181.jpg
Tea Time For The Traditionally Built,Alexander McCall Smith,Paperback,4.0,9.56,9780349119977,Crime-Thriller,dataset/Crime-Thriller/0000182.jpg
Burial Rites,Hannah Kent,Paperback,4.0,14.39,9780316243926,Crime-Thriller,dataset/Crime-Thriller/0000183.jpg
The Lewis Man,Peter May,Paperback,4.0,8.13,9780857382221,Crime-Thriller,dataset/Crime-Thriller/0000184.jpg
The Spy Who Came in from the Cold,John Le Carré,Paperback,4.0,8.9,9780141194523,Crime-Thriller,dataset/Crime-Thriller/0000185.jpg
American Psycho,Bret Easton Ellis,Paperback,4.0,8.66,9781447277705,Crime-Thriller,dataset/Crime-Thriller/0000186.jpg
World War Z,Max Brooks,Paperback,4.0,15.89,9780715637036,Crime-Thriller,dataset/Crime-Thriller/0000187.jpg
The Outsider,Stephen King,Paperback,4.0,8.67,9781473676398,Crime-Thriller,dataset/Crime-Thriller/0000188.jpg
Dark Matter,Blake Crouch,Paperback,4.0,8.05,9781447297581,Crime-Thriller,dataset/Crime-Thriller/0000189.jpg
Nine Perfect Strangers,Liane Moriarty,Paperback,3.5,21.69,9780718180300,Crime-Thriller,dataset/Crime-Thriller/0000190.jpg
The Curious Incident of the Dog in the Night-time,Mark Haddon,Paperback,4.0,9.46,9780099450252,Crime-Thriller,dataset/Crime-Thriller/0000191.jpg
The City & The City,China Mieville,Paperback,4.0,8.55,9780330534192,Crime-Thriller,dataset/Crime-Thriller/0000192.jpg
The Big Sleep,Raymond Chandler,Paperback,4.0,4.79,9780241956281,Crime-Thriller,dataset/Crime-Thriller/0000193.jpg
World War Z,Max Brooks,Paperback,4.0,11.3,9780307346612,Crime-Thriller,dataset/Crime-Thriller/0000194.jpg
The Secret Barrister,The Secret Barrister,Hardback,4.0,14.8,9781509841103,Crime-Thriller,dataset/Crime-Thriller/0000195.jpg
The Girl with the Dragon Tattoo,Stieg Larsson,Paperback,4.0,15.61,9780307454546,Crime-Thriller,dataset/Crime-Thriller/0000196.jpg
Darkly Dreaming Dexter,Jeff Lindsay,Paperback,4.0,8.0,9780752865744,Crime-Thriller,dataset/Crime-Thriller/0000197.jpg
Tombland,C. J. Sansom,Hardback,4.5,20.11,9781447284482,Crime-Thriller,dataset/Crime-Thriller/0000198.jpg
I Am Pilgrim,Terry Hayes,Paperback,4.0,10.04,9780552170512,Crime-Thriller,dataset/Crime-Thriller/0000199.jpg
In Cold Blood,Truman Capote,Paperback,4.0,8.72,9780241956830,Crime-Thriller,dataset/Crime-Thriller/0000200.jpg
Mr Mercedes,Stephen King,Paperback,4.0,7.99,9781444788648,Crime-Thriller,dataset/Crime-Thriller/0000201.jpg
Worth Dying For,Lee Child,Paperback,4.0,9.23,9780553825497,Crime-Thriller,dataset/Crime-Thriller/0000202.jpg
The Leopard,Jo Nesbo,Paperback,4.0,11.7,9780099548973,Crime-Thriller,dataset/Crime-Thriller/0000203.jpg
Out of Bounds,Val McDermid,Paperback,4.0,9.13,9780751561432,Crime-Thriller,dataset/Crime-Thriller/0000204.jpg
Veronica Mars: The Thousand-Dollar Tan Line,Rob Thomas,Paperback,4.0,13.62,9780804170703,Crime-Thriller,dataset/Crime-Thriller/0000205.jpg
The Furthest Station,Ben Aaronovitch,Paperback,4.0,7.1,9781473222434,Crime-Thriller,dataset/Crime-Thriller/0000206.jpg
Bury Your Dead,Louise Penny,Paperback,4.5,7.6,9780751544442,Crime-Thriller,dataset/Crime-Thriller/0000207.jpg
Joyland,Stephen King,Paperback,4.0,9.09,9781781162644,Crime-Thriller,dataset/Crime-Thriller/0000208.jpg
Pimp: The Story Of My Life,Iceberg Slim,Paperback,4.0,10.96,9781847673329,Crime-Thriller,dataset/Crime-Thriller/0000209.jpg
The President is Missing,President Bill Clinton,Paperback,4.0,16.78,9781780898407,Crime-Thriller,dataset/Crime-Thriller/0000210.jpg
Inferno,Dan Brown,Paperback,4.0,8.84,9780552169592,Crime-Thriller,dataset/Crime-Thriller/0000211.jpg
Renaissance,Oliver Bowden,Paperback,3.5,7.62,9780141046303,Crime-Thriller,dataset/Crime-Thriller/0000212.jpg
The Dark Tower VII: The Dark Tower,Stephen King,Paperback,4.5,10.41,9781444723502,Crime-Thriller,dataset/Crime-Thriller/0000213.jpg
Fall Of Hyperion,Dan Simmons,Paperback,4.0,8.67,9780553288209,Crime-Thriller,dataset/Crime-Thriller/0000214.jpg
The Modern Break-Up,Daniel Chidiac,Paperback,4.0,14.07,9780987166555,Crime-Thriller,dataset/Crime-Thriller/0000215.jpg
The Ice Man,Philip Carlo,Paperback,4.0,9.13,9780312938840,Crime-Thriller,dataset/Crime-Thriller/0000216.jpg
Splinter the Silence,Val McDermid,Paperback,4.0,9.09,9780751561425,Crime-Thriller,dataset/Crime-Thriller/0000217.jpg
The Picture of Dorian Gray,Oscar Wilde,Paperback,4.0,6.13,9780141439570,Crime-Thriller,dataset/Crime-Thriller/0000218.jpg
Whispers Under Ground,Ben Aaronovitch,Paperback,4.0,7.16,9780345524614,Crime-Thriller,dataset/Crime-Thriller/0000219.jpg
Of Mice and Men,John Steinbeck,Paperback,4.0,6.33,9780241980330,Crime-Thriller,dataset/Crime-Thriller/0000220.jpg
Two Kinds of Truth,Michael Connelly,Paperback,4.5,6.57,9781409147596,Crime-Thriller,dataset/Crime-Thriller/0000221.jpg
The Dark Tower IV: Wizard and Glass,Stephen King,Paperback,4.5,10.91,9781444723472,Crime-Thriller,dataset/Crime-Thriller/0000222.jpg
The Eyre Affair,Jasper Fforde,Paperback,4.0,8.58,9780340733561,Crime-Thriller,dataset/Crime-Thriller/0000223.jpg
The Plea,Steve Cavanagh,Paperback,4.5,8.78,9781409152354,Crime-Thriller,dataset/Crime-Thriller/0000224.jpg
The Chessmen,Peter May,Paperback,4.0,7.9,9780857382252,Crime-Thriller,dataset/Crime-Thriller/0000225.jpg
The Woman Who Walked in Sunshine,Alexander McCall Smith,Paperback,4.0,5.45,9780349141039,Crime-Thriller,dataset/Crime-Thriller/0000226.jpg
Tears of the Giraffe,Alexander McCall Smith,Paperback,4.0,5.45,9780349116655,Crime-Thriller,dataset/Crime-Thriller/0000227.jpg
The Lost World,Michael Crichton,Paperback,4.0,9.09,9780345538994,Crime-Thriller,dataset/Crime-Thriller/0000228.jpg
World without End,Ken Follett,Paperback,4.5,10.74,9780451228376,Crime-Thriller,dataset/Crime-Thriller/0000229.jpg
The Silent Patient,Alex Michaelides,Hardback,4.0,12.6,9781409181613,Crime-Thriller,dataset/Crime-Thriller/0000230.jpg
In a House of Lies,Ian Rankin,Paperback,4.0,18.18,9781409176893,Crime-Thriller,dataset/Crime-Thriller/0000231.jpg
Hell's Angels,Hunter S. Thompson,Paperback,4.0,8.66,9780241951583,Crime-Thriller,dataset/Crime-Thriller/0000232.jpg
Inferno,Dan Brown,Paperback,4.0,10.33,9780552169585,Crime-Thriller,dataset/Crime-Thriller/0000233.jpg
The Light Between Oceans,M L Stedman,Paperback,4.0,13.88,9781451681758,Crime-Thriller,dataset/Crime-Thriller/0000234.jpg
The Second Sleep,Robert Harris,Paperback,3.5,16.03,9781786331380,Crime-Thriller,dataset/Crime-Thriller/0000235.jpg
Extremely Loud and Incredibly Close,Jonathan Safran Foer,Paperback,4.0,9.92,9780141012698,Crime-Thriller,dataset/Crime-Thriller/0000236.jpg
Truth,Peter Temple,Paperback,4.0,8.63,9781847243836,Crime-Thriller,dataset/Crime-Thriller/0000237.jpg
The Overlook,Michael Connelly,Paperback,4.0,4.98,9781409157328,Crime-Thriller,dataset/Crime-Thriller/0000238.jpg
Match Up,Lee Child,Paperback,4.0,6.46,9780751569032,Crime-Thriller,dataset/Crime-Thriller/0000239.jpg
Time of Death,Mark Billingham,Paperback,4.0,9.19,9780751552218,Crime-Thriller,dataset/Crime-Thriller/0000240.jpg
Too Good To Be True,Ann Cleeves,Paperback,4.0,3.09,9781509806119,Crime-Thriller,dataset/Crime-Thriller/0000241.jpg
The Leopard,Jo Nesbo,Paperback,4.0,10.31,9780099563648,Crime-Thriller,dataset/Crime-Thriller/0000242.jpg
A Darkness More Than Night,Michael Connelly,Paperback,4.0,5.72,9781409156062,Crime-Thriller,dataset/Crime-Thriller/0000243.jpg
The Complete Stories of Sherlock Holmes,Sir Arthur Conan Doyle,Hardback,4.5,21.05,9781840220766,Crime-Thriller,dataset/Crime-Thriller/0000244.jpg
Gone Tomorrow,Lee Child,Paperback,4.0,10.99,9780553824698,Crime-Thriller,dataset/Crime-Thriller/0000245.jpg
Horns,Joe Hill,Paperback,4.0,5.35,9780575099999,Crime-Thriller,dataset/Crime-Thriller/0000246.jpg
Magpie Murders,Anthony Horowitz,Paperback,4.0,9.3,9781409158387,Crime-Thriller,dataset/Crime-Thriller/0000247.jpg
Things Fall apart,Chinua Achebe,Paperback,3.5,10.51,9780385474542,Crime-Thriller,dataset/Crime-Thriller/0000248.jpg
My Dad's a Policeman,Cathy Glass,Paperback,4.0,4.99,9780007374755,Crime-Thriller,dataset/Crime-Thriller/0000249.jpg
Case Histories,Kate Atkinson,Paperback,4.0,9.71,9780552772433,Crime-Thriller,dataset/Crime-Thriller/0000250.jpg
The Narrows,Michael Connelly,Paperback,4.0,5.2,9781409157335,Crime-Thriller,dataset/Crime-Thriller/0000251.jpg
Finders Keepers,Stephen King,Paperback,4.0,6.95,9781473698956,Crime-Thriller,dataset/Crime-Thriller/0000252.jpg
D&D Mordenkainen's Tome of Foes,Wizards RPG Team,Hardback,4.5,30.94,9780786966240,Crime-Thriller,dataset/Crime-Thriller/0000253.jpg
Animal Farm,George Orwell,Paperback,4.0,7.29,9780141393056,Crime-Thriller,dataset/Crime-Thriller/0000254.jpg
The October Man,Ben Aaronovitch,Hardback,4.0,10.02,9781473224315,Crime-Thriller,dataset/Crime-Thriller/0000255.jpg
Enchiridion,Epictetus,Paperback,4.0,3.06,9780486433592,Crime-Thriller,dataset/Crime-Thriller/0000256.jpg
Insidious Intent,Val McDermid,Paperback,4.0,6.49,9780751568240,Crime-Thriller,dataset/Crime-Thriller/0000257.jpg
If We Were Villains,M. L. Rio,Paperback,4.0,9.8,9781785656477,Crime-Thriller,dataset/Crime-Thriller/0000258.jpg
The Couple Next Door,Shari Lapena,Paperback,4.0,7.06,9780552174060,Crime-Thriller,dataset/Crime-Thriller/0000259.jpg
A Trick Of The Light,Louise Penny,Paperback,4.5,5.8,9780751544138,Crime-Thriller,dataset/Crime-Thriller/0000260.jpg
Crime and Punishment,Fyodor Dostoyevsky,Paperback,4.0,10.29,9780140449136,Crime-Thriller,dataset/Crime-Thriller/0000261.jpg
Of Mice and Men,John Steinbeck,Paperback,4.0,6.55,9780141396033,Crime-Thriller,dataset/Crime-Thriller/0000262.jpg
The Goal,Eliyahu M Goldratt,Paperback,4.0,22.46,9780884271956,Crime-Thriller,dataset/Crime-Thriller/0000263.jpg
Naked Heat,Richard Castle,Paperback,4.0,10.02,9780786891368,Crime-Thriller,dataset/Crime-Thriller/0000264.jpg
Strangers On A Train,Patricia Highsmith,Paperback,4.0,4.8,9780099283072,Crime-Thriller,dataset/Crime-Thriller/0000265.jpg
Identity Crisis,Ben Elton,Paperback,4.0,16.3,9780593073599,Crime-Thriller,dataset/Crime-Thriller/0000266.jpg
Under the Dome,Stephen King,Paperback,4.0,11.48,9780340992586,Crime-Thriller,dataset/Crime-Thriller/0000267.jpg
The Cruellest Month,Louise Penny,Paperback,4.0,5.89,9780751547481,Crime-Thriller,dataset/Crime-Thriller/0000268.jpg
Sherlock Holmes Volume 1,Sir Arthur Conan Doyle,Paperback,4.5,8.18,9780553212419,Crime-Thriller,dataset/Crime-Thriller/0000269.jpg
The Murder of Roger Ackroyd,Agatha Christie,Paperback,4.0,8.19,9780007527526,Crime-Thriller,dataset/Crime-Thriller/0000270.jpg
Precious and Grace,Alexander McCall Smith,Paperback,4.0,5.49,9780349142036,Crime-Thriller,dataset/Crime-Thriller/0000271.jpg
Hidden Bodies,Caroline Kepnes,Paperback,4.0,9.46,9781471137334,Crime-Thriller,dataset/Crime-Thriller/0000272.jpg
The Lost Man,Jane Harper,Paperback,4.0,16.17,9781408711835,Crime-Thriller,dataset/Crime-Thriller/0000273.jpg
The Minor Adjustment Beauty Salon,Alexander McCall Smith,Paperback,4.0,7.58,9780349139289,Crime-Thriller,dataset/Crime-Thriller/0000274.jpg
Red Dragon,Thomas Harris,Paperback,4.0,9.74,9780099532934,Crime-Thriller,dataset/Crime-Thriller/0000275.jpg
Dissolution,C. J. Sansom,Paperback,4.0,8.65,9781447285830,Crime-Thriller,dataset/Crime-Thriller/0000276.jpg
The Other Woman,Sandie Jones,Paperback,4.0,7.54,9781509885176,Crime-Thriller,dataset/Crime-Thriller/0000277.jpg
Lost Light,Michael Connelly,Paperback,4.0,7.82,9781409156956,Crime-Thriller,dataset/Crime-Thriller/0000278.jpg
Let the Right One In,John Ajvide Lindqvist,Paperback,4.0,9.32,9781847248480,Crime-Thriller,dataset/Crime-Thriller/0000279.jpg
The Hidden Child,Camilla Läckberg,Paperback,4.0,10.32,9780007419494,Crime-Thriller,dataset/Crime-Thriller/0000280.jpg
The Ruin,Dervla McTiernan,Paperback,4.0,7.91,9780751569315,Crime-Thriller,dataset/Crime-Thriller/0000281.jpg
The Secret History of Twin Peaks,Mark Frost,Hardback,4.0,20.04,9781447293866,Crime-Thriller,dataset/Crime-Thriller/0000282.jpg
Picnic At Hanging Rock,Joan Lindsay,Paperback,3.5,4.57,9780099577140,Crime-Thriller,dataset/Crime-Thriller/0000283.jpg
The Brutal Telling,Louise Penny,Paperback,4.0,5.89,9780751547580,Crime-Thriller,dataset/Crime-Thriller/0000284.jpg
The Miracle At Speedy Motors,Alexander McCall Smith,Paperback,4.0,7.39,9780349119953,Crime-Thriller,dataset/Crime-Thriller/0000285.jpg
Silence of the Lambs,Thomas Harris,Paperback,4.0,7.99,9780312924584,Crime-Thriller,dataset/Crime-Thriller/0000286.jpg
Dead Reckoning,Charlaine Harris,Paperback,4.0,7.31,9781937007355,Crime-Thriller,dataset/Crime-Thriller/0000287.jpg
The Beautiful Mystery,Louise Penny,Paperback,4.0,6.49,9780751544183,Crime-Thriller,dataset/Crime-Thriller/0000288.jpg
The Liar,Steve Cavanagh,Paperback,4.5,7.72,9781409152392,Crime-Thriller,dataset/Crime-Thriller/0000289.jpg
Ready Player One,Ernest Cline,Hardback,4.5,22.2,9780307887436,Crime-Thriller,dataset/Crime-Thriller/0000290.jpg
The Devil in the White City,Erik Larson,Paperback,4.0,13.82,9780375725609,Crime-Thriller,dataset/Crime-Thriller/0000291.jpg
The English Assassin,Daniel Silva,Paperback,4.0,9.36,9780451208187,Crime-Thriller,dataset/Crime-Thriller/0000292.jpg
SYCAMORE ROW,John Grisham,Paperback,4.0,8.84,9780812999051,Crime-Thriller,dataset/Crime-Thriller/0000293.jpg
"Started Early, Took My Dog",Kate Atkinson,Paperback,4.0,10.1,9780552772464,Crime-Thriller,dataset/Crime-Thriller/0000294.jpg
No Country for Old Men,Cormac McCarthy,Paperback,4.0,7.67,9780330511216,Crime-Thriller,dataset/Crime-Thriller/0000295.jpg
Faceless Killers,Henning Mankell,Paperback,4.0,9.15,9780099571827,Crime-Thriller,dataset/Crime-Thriller/0000296.jpg
A Legacy of Spies,John Le Carré,Paperback,4.0,15.77,9780241308554,Crime-Thriller,dataset/Crime-Thriller/0000297.jpg
"I, Claudius",Robert Graves,Paperback,4.5,10.13,9780141188591,Crime-Thriller,dataset/Crime-Thriller/0000298.jpg
The Limpopo Academy Of Private Detection,Alexander McCall Smith,Paperback,4.0,7.62,9780349123158,Crime-Thriller,dataset/Crime-Thriller/0000299.jpg
The Last Mrs Parrish,Liv Constantine,Paperback,4.0,8.46,9780008272951,Crime-Thriller,dataset/Crime-Thriller/0000300.jpg
Broken Homes,Ben Aaronovitch,Paperback,4.0,7.16,9780756409609,Crime-Thriller,dataset/Crime-Thriller/0000301.jpg
The Shining,Stephen King,Paperback,4.0,9.71,9781444720723,Crime-Thriller,dataset/Crime-Thriller/0000302.jpg
Sharp Objects,Gillian Flynn,Paperback,4.0,7.95,9781474601610,Crime-Thriller,dataset/Crime-Thriller/0000303.jpg
Nothing To Lose,Lee Child,Paperback,4.0,9.27,9780553818116,Crime-Thriller,dataset/Crime-Thriller/0000304.jpg
American Pastoral,Philip Roth,Paperback,4.0,10.46,9780099771814,Crime-Thriller,dataset/Crime-Thriller/0000305.jpg
The Five Greatest Warriors,Matthew Reilly,Paperback,4.5,10.37,9781416577584,Crime-Thriller,dataset/Crime-Thriller/0000306.jpg
Blue Moon,Lee Child,Paperback,4.5,17.99,9781787630277,Crime-Thriller,dataset/Crime-Thriller/0000307.jpg
Our Man In Havana,Graham Greene,Paperback,4.0,5.14,9780099286080,Crime-Thriller,dataset/Crime-Thriller/0000308.jpg
Iron Gold,Pierce Brown,Paperback,4.0,7.46,9781473646575,Crime-Thriller,dataset/Crime-Thriller/0000309.jpg
Bring Me Back,B. A. Paris,Paperback,3.5,7.84,9780008244873,Crime-Thriller,dataset/Crime-Thriller/0000310.jpg
In The Company Of Cheerful Ladies,Alexander McCall Smith,Paperback,4.0,7.36,9780349117423,Crime-Thriller,dataset/Crime-Thriller/0000311.jpg
A Wanted Man,Lee Child,Paperback,4.0,9.28,9780553825534,Crime-Thriller,dataset/Crime-Thriller/0000312.jpg
Under The Banner of Heaven,Jon Krakauer,Paperback,4.0,7.56,9780330419123,Crime-Thriller,dataset/Crime-Thriller/0000313.jpg
Silence Of The Lambs,Thomas Harris,Paperback,4.0,9.74,9780099532927,Crime-Thriller,dataset/Crime-Thriller/0000314.jpg
The Man Who Saw Everything,Deborah Levy,Hardback,4.0,14.69,9780241268025,Crime-Thriller,dataset/Crime-Thriller/0000315.jpg
The Handsome Man's De Luxe Cafe,Alexander McCall Smith,Paperback,4.0,7.52,9780349139296,Crime-Thriller,dataset/Crime-Thriller/0000316.jpg
The New York Trilogy,Paul Auster,Paperback,4.0,7.22,9780571276554,Crime-Thriller,dataset/Crime-Thriller/0000317.jpg
Brotherhood,Oliver Bowden,Paperback,4.0,6.59,9780241951712,Crime-Thriller,dataset/Crime-Thriller/0000318.jpg
The Power of the Dog,Don Winslow,Paperback,4.5,11.77,9780099464983,Crime-Thriller,dataset/Crime-Thriller/0000319.jpg
The Wife Between Us,Greer Hendricks,Paperback,4.0,7.79,9781509842834,Crime-Thriller,dataset/Crime-Thriller/0000320.jpg
Red Sparrow,Jason Matthews,Paperback,4.0,9.04,9781471166129,Crime-Thriller,dataset/Crime-Thriller/0000321.jpg
The Thirteenth Tale,Diane Setterfield,Paperback,4.0,8.64,9780752881676,Crime-Thriller,dataset/Crime-Thriller/0000322.jpg
Lord of the Flies,William Golding,Paperback,3.5,9.23,9780571295715,Crime-Thriller,dataset/Crime-Thriller/0000323.jpg
Death on the Nile,Agatha Christie,Paperback,4.0,7.43,9780007119325,Crime-Thriller,dataset/Crime-Thriller/0000324.jpg
Berserk Volume 8,Kentaro Miura,Paperback,4.5,11.62,9781593073299,Crime-Thriller,dataset/Crime-Thriller/0000325.jpg
Unravelling Oliver,Liz Nugent,Paperback,4.0,8.58,9780241965641,Crime-Thriller,dataset/Crime-Thriller/0000326.jpg
The Godfather,Mario Puzo,Paperback,4.5,11.12,9780099528128,Crime-Thriller,dataset/Crime-Thriller/0000327.jpg
The Reckoning,John Grisham,Hardback,3.5,17.45,9781473684386,Crime-Thriller,dataset/Crime-Thriller/0000328.jpg
While My Eyes Were Closed,Linda Green,Paperback,4.0,7.32,9781784292812,Crime-Thriller,dataset/Crime-Thriller/0000329.jpg
The All Souls Trilogy Boxed Set,Deborah Harkness,Paperback,4.5,34.61,9780147517722,Crime-Thriller,dataset/Crime-Thriller/0000330.jpg
The Outsider,Stephen King,Hardback,4.0,22.53,9781473676350,Crime-Thriller,dataset/Crime-Thriller/0000331.jpg
A Keeper,Graham Norton,Paperback,4.0,16.5,9781473664982,Crime-Thriller,dataset/Crime-Thriller/0000332.jpg
Dark Sacred Night,Michael Connelly,Paperback,4.0,8.6,9781409182740,Crime-Thriller,dataset/Crime-Thriller/0000333.jpg
